               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 140,            0.030755,            0.017452,                   0,             0.83443,             0.94118,             0.92593,             0.65801,            0.031487,           0.0068004,                   0,           0.0095413,           0.0095413,           0.0095413
                 141,            0.032135,            0.016894,                   0,             0.99016,                   1,               0.995,             0.65746,            0.035332,           0.0067701,                   0,            0.009538,            0.009538,            0.009538
                 142,             0.03336,            0.013453,                   0,             0.99215,                   1,               0.995,             0.62226,            0.025243,           0.0065088,                   0,           0.0095347,           0.0095347,           0.0095347
                 143,            0.029582,            0.015198,                   0,                   1,             0.98636,               0.995,             0.61327,            0.026712,           0.0063379,                   0,           0.0095314,           0.0095314,           0.0095314
                 144,            0.028647,            0.014162,                   0,             0.93481,                   1,             0.99222,             0.61904,            0.034569,           0.0067148,                   0,           0.0095281,           0.0095281,           0.0095281
                 145,            0.035314,            0.018822,                   0,             0.93295,                   1,             0.95611,             0.58662,            0.024391,            0.006516,                   0,           0.0095248,           0.0095248,           0.0095248
                 146,            0.035085,            0.014624,                   0,                   1,             0.97682,               0.995,             0.68151,            0.024457,           0.0062547,                   0,           0.0095215,           0.0095215,           0.0095215
                 147,            0.027556,            0.016487,                   0,             0.93871,                   1,             0.99222,             0.71315,            0.025988,           0.0058138,                   0,           0.0095182,           0.0095182,           0.0095182
                 148,            0.030573,            0.021076,                   0,             0.94033,                   1,             0.99222,             0.63496,            0.032529,           0.0054941,                   0,           0.0095149,           0.0095149,           0.0095149
                 149,            0.032181,            0.024023,                   0,                   1,              0.9927,               0.995,              0.7107,            0.023404,           0.0056386,                   0,           0.0095116,           0.0095116,           0.0095116
                 150,            0.037241,             0.02095,                   0,                   1,             0.93839,              0.9875,              0.6375,            0.034772,           0.0068944,                   0,           0.0095083,           0.0095083,           0.0095083
                 151,            0.031722,            0.014039,                   0,             0.72515,             0.93157,             0.92219,             0.56365,             0.03064,           0.0074286,                   0,            0.009505,            0.009505,            0.009505
                 152,            0.032623,            0.022916,                   0,             0.88812,             0.93426,             0.95769,             0.62799,            0.030577,           0.0074568,                   0,           0.0095017,           0.0095017,           0.0095017
                 153,             0.02866,            0.017448,                   0,             0.83848,             0.94118,             0.94697,             0.61106,            0.030771,           0.0075471,                   0,           0.0094984,           0.0094984,           0.0094984
                 154,             0.03116,            0.019265,                   0,             0.82675,             0.94118,             0.91648,             0.56202,            0.031426,           0.0080903,                   0,           0.0094951,           0.0094951,           0.0094951
                 155,            0.032263,            0.012986,                   0,             0.74519,             0.94118,             0.90158,             0.47033,            0.038439,           0.0086472,                   0,           0.0094918,           0.0094918,           0.0094918
                 156,            0.029281,             0.01765,                   0,             0.79728,             0.92596,             0.90792,             0.56922,            0.028987,           0.0089874,                   0,           0.0094885,           0.0094885,           0.0094885
                 157,            0.026629,            0.018342,                   0,             0.88028,             0.86578,             0.92086,             0.58294,             0.03522,           0.0090942,                   0,           0.0094852,           0.0094852,           0.0094852
                 158,            0.029556,            0.019486,                   0,             0.87402,             0.81665,             0.87861,             0.63774,            0.026879,           0.0094848,                   0,           0.0094819,           0.0094819,           0.0094819
                 159,            0.030264,            0.013841,                   0,             0.82647,             0.94118,             0.92097,             0.50599,            0.034156,           0.0087214,                   0,           0.0094786,           0.0094786,           0.0094786
                 160,             0.02711,            0.016531,                   0,             0.88093,             0.94118,             0.95264,             0.65651,            0.024169,           0.0076256,                   0,           0.0094753,           0.0094753,           0.0094753
                 161,            0.032561,            0.014718,                   0,             0.93557,             0.94118,             0.97489,             0.59751,            0.033804,           0.0067427,                   0,            0.009472,            0.009472,            0.009472
                 162,            0.027246,            0.016916,                   0,             0.93528,             0.94118,             0.98268,             0.72141,            0.026212,           0.0061941,                   0,           0.0094687,           0.0094687,           0.0094687
                 163,            0.028735,            0.014954,                   0,             0.93597,             0.94118,             0.98621,             0.61727,            0.034705,           0.0058267,                   0,           0.0094654,           0.0094654,           0.0094654
                 164,            0.036415,            0.019132,                   0,             0.94088,             0.93651,             0.97194,             0.74073,            0.022298,            0.006438,                   0,           0.0094621,           0.0094621,           0.0094621
                 165,            0.026924,            0.013574,                   0,             0.93614,             0.94118,              0.9683,             0.58762,            0.033756,           0.0062377,                   0,           0.0094588,           0.0094588,           0.0094588
                 166,            0.031002,            0.019269,                   0,             0.97502,             0.88235,             0.97881,             0.69639,            0.025919,           0.0059228,                   0,           0.0094555,           0.0094555,           0.0094555
                 167,            0.033138,            0.014788,                   0,             0.94067,             0.93308,             0.97689,             0.53577,            0.036433,           0.0059407,                   0,           0.0094522,           0.0094522,           0.0094522
                 168,            0.028888,            0.013812,                   0,             0.83724,             0.94118,             0.94041,             0.61388,            0.024717,           0.0060458,                   0,           0.0094489,           0.0094489,           0.0094489
                 169,            0.030293,            0.013549,                   0,             0.94108,             0.94118,             0.95285,             0.55283,            0.035042,           0.0060956,                   0,           0.0094456,           0.0094456,           0.0094456
                 170,            0.030125,             0.02156,                   0,             0.93473,             0.94118,             0.94151,              0.6098,            0.029284,           0.0061378,                   0,           0.0094423,           0.0094423,           0.0094423
                 171,            0.033505,             0.01589,                   0,             0.93298,             0.94118,             0.97658,             0.67309,            0.031521,           0.0057366,                   0,            0.009439,            0.009439,            0.009439
                 172,            0.026675,            0.015296,                   0,             0.89405,             0.99308,             0.95711,             0.59831,            0.027741,           0.0062358,                   0,           0.0094357,           0.0094357,           0.0094357
                 173,            0.029918,            0.013809,                   0,             0.93748,             0.94118,             0.95135,             0.59096,            0.024701,           0.0066259,                   0,           0.0094324,           0.0094324,           0.0094324
                 174,            0.026071,            0.015401,                   0,             0.89437,                   1,             0.96467,             0.59424,             0.02925,           0.0068474,                   0,           0.0094291,           0.0094291,           0.0094291
                 175,            0.027018,            0.016213,                   0,             0.87768,             0.88235,             0.95995,             0.56524,            0.024397,           0.0063071,                   0,           0.0094258,           0.0094258,           0.0094258
                 176,            0.027086,            0.013557,                   0,             0.99117,             0.94118,             0.98974,             0.62296,            0.033275,           0.0062602,                   0,           0.0094225,           0.0094225,           0.0094225
                 177,            0.027304,            0.019654,                   0,             0.99605,                   1,               0.995,             0.67023,            0.026964,           0.0061576,                   0,           0.0094192,           0.0094192,           0.0094192
                 178,            0.025566,            0.013813,                   0,             0.99418,                   1,               0.995,              0.7014,            0.026812,           0.0059242,                   0,           0.0094159,           0.0094159,           0.0094159
                 179,            0.025634,            0.017046,                   0,             0.99475,                   1,               0.995,             0.72831,            0.019844,            0.005218,                   0,           0.0094126,           0.0094126,           0.0094126
                 180,            0.027288,            0.018666,                   0,             0.99697,                   1,               0.995,             0.81548,            0.023557,           0.0048957,                   0,           0.0094093,           0.0094093,           0.0094093
                 181,            0.023282,            0.015415,                   0,             0.99576,                   1,               0.995,             0.80685,            0.024626,           0.0050664,                   0,            0.009406,            0.009406,            0.009406
                 182,             0.02757,            0.012362,                   0,              0.9443,                   1,               0.995,             0.75154,            0.021143,           0.0049815,                   0,           0.0094027,           0.0094027,           0.0094027
                 183,            0.024997,            0.013882,                   0,             0.94075,                   1,             0.99222,             0.72754,            0.019469,           0.0053399,                   0,           0.0093994,           0.0093994,           0.0093994
                 184,            0.025052,            0.015484,                   0,             0.94405,             0.99289,             0.99222,             0.70919,            0.026215,           0.0054312,                   0,           0.0093961,           0.0093961,           0.0093961
                 185,            0.028563,            0.018926,                   0,               0.944,             0.99204,             0.99222,             0.72617,            0.021873,            0.005337,                   0,           0.0093928,           0.0093928,           0.0093928
                 186,            0.027909,              0.0178,                   0,                   1,             0.93524,             0.98974,             0.78311,            0.022414,           0.0053761,                   0,           0.0093895,           0.0093895,           0.0093895
                 187,             0.02511,            0.015061,                   0,             0.94393,             0.99082,             0.98889,             0.71542,            0.022514,           0.0051572,                   0,           0.0093862,           0.0093862,           0.0093862
                 188,             0.02777,            0.018045,                   0,             0.94283,                   1,             0.98889,             0.74339,            0.019167,           0.0047522,                   0,           0.0093829,           0.0093829,           0.0093829
                 189,            0.027108,            0.018923,                   0,                   1,             0.93424,             0.99222,              0.7593,            0.020881,           0.0045068,                   0,           0.0093796,           0.0093796,           0.0093796
                 190,            0.023102,            0.012926,                   0,             0.98501,                   1,               0.995,             0.74657,            0.019827,           0.0046804,                   0,           0.0093763,           0.0093763,           0.0093763
                 191,            0.022529,            0.015126,                   0,              0.9987,                   1,               0.995,             0.77429,            0.024186,           0.0041978,                   0,            0.009373,            0.009373,            0.009373
                 192,            0.023281,            0.014118,                   0,             0.99674,                   1,               0.995,             0.78766,            0.020034,           0.0044055,                   0,           0.0093697,           0.0093697,           0.0093697
                 193,            0.024157,            0.015244,                   0,             0.99795,                   1,               0.995,             0.78152,            0.018966,           0.0043797,                   0,           0.0093664,           0.0093664,           0.0093664
                 194,             0.02851,            0.010948,                   0,                   1,              0.9981,               0.995,             0.71568,            0.031312,           0.0043244,                   0,           0.0093631,           0.0093631,           0.0093631
                 195,            0.027441,             0.01256,                   0,             0.99606,                   1,               0.995,             0.73598,             0.02781,           0.0045984,                   0,           0.0093598,           0.0093598,           0.0093598
                 196,            0.024137,            0.015968,                   0,             0.99481,                   1,               0.995,               0.791,            0.018061,           0.0047762,                   0,           0.0093565,           0.0093565,           0.0093565
                 197,             0.02481,            0.015038,                   0,             0.99468,                   1,               0.995,             0.72112,            0.026621,           0.0049849,                   0,           0.0093532,           0.0093532,           0.0093532
                 198,            0.024517,            0.015137,                   0,             0.99164,                   1,               0.995,             0.74714,            0.018019,           0.0050466,                   0,           0.0093499,           0.0093499,           0.0093499
                 199,            0.026234,            0.012742,                   0,             0.99736,                   1,               0.995,             0.75862,            0.021858,           0.0050533,                   0,           0.0093466,           0.0093466,           0.0093466
                 200,            0.025029,            0.018962,                   0,                   1,             0.99927,               0.995,             0.71449,            0.021476,           0.0048132,                   0,           0.0093433,           0.0093433,           0.0093433
                 201,            0.025912,            0.020343,                   0,             0.99535,             0.94118,             0.99222,              0.7613,             0.02165,           0.0051301,                   0,             0.00934,             0.00934,             0.00934
                 202,            0.023414,            0.018265,                   0,              0.9928,             0.94118,             0.99222,             0.74311,            0.023453,            0.005039,                   0,           0.0093367,           0.0093367,           0.0093367
                 203,            0.024655,            0.013213,                   0,             0.99509,             0.94118,             0.99222,             0.71896,            0.023944,           0.0050647,                   0,           0.0093334,           0.0093334,           0.0093334
                 204,            0.026546,            0.016329,                   0,             0.99359,             0.94118,             0.98974,              0.7481,            0.024721,           0.0050139,                   0,           0.0093301,           0.0093301,           0.0093301
                 205,            0.023476,            0.016326,                   0,             0.99991,             0.94118,              0.9875,             0.76461,            0.020974,           0.0049312,                   0,           0.0093268,           0.0093268,           0.0093268
                 206,            0.022326,            0.016125,                   0,                   1,               0.939,             0.98974,             0.72852,            0.020421,           0.0052328,                   0,           0.0093235,           0.0093235,           0.0093235
                 207,            0.023516,            0.014282,                   0,             0.99601,             0.94118,             0.99222,             0.73431,            0.022698,           0.0053136,                   0,           0.0093202,           0.0093202,           0.0093202
                 208,            0.025248,            0.015163,                   0,                   1,             0.99719,               0.995,             0.70232,            0.022388,           0.0055704,                   0,           0.0093169,           0.0093169,           0.0093169
                 209,            0.023468,            0.012897,                   0,             0.99544,                   1,               0.995,             0.72196,            0.026224,           0.0060585,                   0,           0.0093136,           0.0093136,           0.0093136
                 210,            0.026807,             0.01715,                   0,              0.9957,                   1,               0.995,             0.58769,            0.027138,           0.0063529,                   0,           0.0093103,           0.0093103,           0.0093103
                 211,            0.026494,              0.0165,                   0,             0.93677,             0.94118,             0.93359,             0.63193,            0.027715,            0.006357,                   0,            0.009307,            0.009307,            0.009307
                 212,            0.023114,            0.015419,                   0,             0.99567,                   1,               0.995,              0.7232,            0.022936,           0.0058939,                   0,           0.0093037,           0.0093037,           0.0093037
                 213,            0.020899,             0.01288,                   0,             0.99706,                   1,               0.995,             0.67485,            0.027419,           0.0059919,                   0,           0.0093004,           0.0093004,           0.0093004
                 214,            0.028781,            0.013946,                   0,             0.99786,                   1,               0.995,             0.68781,            0.021718,           0.0058532,                   0,           0.0092971,           0.0092971,           0.0092971
                 215,             0.02392,            0.014174,                   0,             0.99642,                   1,               0.995,             0.66531,            0.021607,           0.0062568,                   0,           0.0092938,           0.0092938,           0.0092938
                 216,            0.024254,            0.015354,                   0,             0.99668,                   1,               0.995,             0.63864,             0.02751,            0.006007,                   0,           0.0092905,           0.0092905,           0.0092905
                 217,            0.023989,            0.011544,                   0,             0.99344,                   1,               0.995,             0.68259,            0.023596,           0.0063858,                   0,           0.0092872,           0.0092872,           0.0092872
                 218,            0.023478,            0.016387,                   0,             0.99898,                   1,               0.995,             0.67547,            0.022902,           0.0061946,                   0,           0.0092839,           0.0092839,           0.0092839
                 219,            0.022176,            0.012563,                   0,             0.98407,                   1,               0.995,             0.66792,            0.025939,           0.0065122,                   0,           0.0092806,           0.0092806,           0.0092806
                 220,            0.024383,            0.014626,                   0,             0.99654,                   1,               0.995,             0.70661,            0.022524,           0.0065041,                   0,           0.0092773,           0.0092773,           0.0092773
                 221,             0.02506,            0.014887,                   0,                   1,             0.99541,               0.995,             0.65279,             0.02172,           0.0068092,                   0,            0.009274,            0.009274,            0.009274
                 222,            0.023261,            0.014934,                   0,             0.99193,                   1,               0.995,             0.68917,            0.022739,           0.0071685,                   0,           0.0092707,           0.0092707,           0.0092707
                 223,            0.024208,            0.017197,                   0,             0.99323,                   1,               0.995,             0.70387,             0.01899,           0.0073733,                   0,           0.0092674,           0.0092674,           0.0092674
                 224,            0.025071,            0.014053,                   0,             0.99786,                   1,               0.995,             0.61134,             0.02518,           0.0073833,                   0,           0.0092641,           0.0092641,           0.0092641
                 225,            0.026236,            0.013352,                   0,             0.94092,             0.93703,             0.93566,             0.65457,            0.024978,            0.007273,                   0,           0.0092608,           0.0092608,           0.0092608
                 226,            0.027364,            0.015066,                   0,             0.99599,             0.94118,             0.99222,             0.68762,            0.017055,           0.0076301,                   0,           0.0092575,           0.0092575,           0.0092575
                 227,            0.024873,            0.015799,                   0,             0.99632,             0.94118,             0.99222,             0.68863,            0.025793,           0.0069158,                   0,           0.0092542,           0.0092542,           0.0092542
                 228,            0.024276,            0.014117,                   0,             0.93351,             0.88235,             0.92111,             0.52196,            0.025255,           0.0069442,                   0,           0.0092509,           0.0092509,           0.0092509
                 229,            0.026196,            0.014713,                   0,             0.99375,             0.94118,             0.98974,             0.63374,            0.019581,           0.0068123,                   0,           0.0092476,           0.0092476,           0.0092476
                 230,            0.021117,             0.01655,                   0,                   1,             0.94051,             0.99222,             0.65831,            0.021669,           0.0070097,                   0,           0.0092443,           0.0092443,           0.0092443
                 231,            0.025482,            0.014373,                   0,             0.93721,              0.8783,             0.92262,             0.66167,            0.019691,           0.0071571,                   0,            0.009241,            0.009241,            0.009241
                 232,            0.025383,            0.015799,                   0,             0.94103,             0.93878,             0.97489,             0.67392,             0.02069,           0.0069432,                   0,           0.0092377,           0.0092377,           0.0092377
                 233,            0.024114,            0.017804,                   0,             0.94097,             0.93789,             0.97136,             0.71147,            0.022647,           0.0069027,                   0,           0.0092344,           0.0092344,           0.0092344
                 234,            0.028313,            0.014354,                   0,             0.93852,             0.94118,             0.97691,             0.68425,            0.021797,           0.0068777,                   0,           0.0092311,           0.0092311,           0.0092311
                 235,            0.024968,            0.014915,                   0,             0.94391,             0.99043,             0.98222,             0.75795,            0.018755,           0.0066493,                   0,           0.0092278,           0.0092278,           0.0092278
                 236,            0.026846,            0.016471,                   0,             0.94408,             0.99335,             0.98556,             0.74124,            0.019701,           0.0064251,                   0,           0.0092245,           0.0092245,           0.0092245
                 237,            0.025238,            0.014127,                   0,                   1,             0.99727,               0.995,             0.73908,            0.020228,           0.0063651,                   0,           0.0092212,           0.0092212,           0.0092212
                 238,            0.023824,            0.019251,                   0,                   1,             0.99696,               0.995,             0.73675,            0.016461,           0.0066564,                   0,           0.0092179,           0.0092179,           0.0092179
                 239,             0.02106,            0.012873,                   0,                   1,              0.9959,               0.995,             0.70321,            0.032012,           0.0068436,                   0,           0.0092146,           0.0092146,           0.0092146
                 240,            0.028457,            0.015335,                   0,             0.94389,             0.98997,             0.98222,             0.66646,            0.021852,           0.0072155,                   0,           0.0092113,           0.0092113,           0.0092113
                 241,            0.021056,            0.014425,                   0,             0.93674,             0.94118,             0.97915,             0.68296,            0.020122,           0.0071766,                   0,            0.009208,            0.009208,            0.009208
                 242,            0.020349,            0.017667,                   0,             0.93621,             0.94118,             0.97691,             0.62458,            0.017229,           0.0074413,                   0,           0.0092047,           0.0092047,           0.0092047
                 243,              0.0273,            0.018629,                   0,             0.93692,             0.94118,             0.98621,             0.65739,            0.023569,           0.0076482,                   0,           0.0092014,           0.0092014,           0.0092014
                 244,            0.029055,            0.014132,                   0,             0.93994,             0.94118,             0.95771,             0.64183,            0.023224,           0.0091252,                   0,           0.0091981,           0.0091981,           0.0091981
                 245,            0.024384,            0.016162,                   0,             0.94042,             0.94118,             0.96488,             0.69918,            0.018946,           0.0092969,                   0,           0.0091948,           0.0091948,           0.0091948
                 246,            0.021013,            0.014893,                   0,             0.93883,             0.94118,             0.94357,             0.56569,            0.021029,           0.0093081,                   0,           0.0091915,           0.0091915,           0.0091915
                 247,            0.022045,            0.012642,                   0,             0.99639,                   1,               0.995,             0.67218,            0.022059,           0.0088794,                   0,           0.0091882,           0.0091882,           0.0091882
                 248,            0.021914,            0.017058,                   0,                   1,             0.99965,               0.995,             0.69484,            0.023453,           0.0079327,                   0,           0.0091849,           0.0091849,           0.0091849
                 249,             0.02046,            0.012056,                   0,              0.9959,                   1,               0.995,             0.65991,            0.019359,           0.0077114,                   0,           0.0091816,           0.0091816,           0.0091816
                 250,            0.019711,            0.014684,                   0,             0.99485,                   1,               0.995,             0.72415,            0.020408,           0.0071561,                   0,           0.0091783,           0.0091783,           0.0091783
                 251,            0.021378,            0.012888,                   0,             0.99449,                   1,               0.995,             0.64174,            0.026165,           0.0072587,                   0,            0.009175,            0.009175,            0.009175
                 252,            0.025188,            0.012737,                   0,             0.99421,                   1,               0.995,             0.73495,            0.020746,           0.0065529,                   0,           0.0091717,           0.0091717,           0.0091717
                 253,            0.024158,            0.016846,                   0,                   1,             0.99643,               0.995,             0.73566,            0.019762,           0.0060613,                   0,           0.0091684,           0.0091684,           0.0091684
                 254,            0.021962,            0.017783,                   0,                   1,             0.99085,               0.995,             0.74986,             0.01954,           0.0057931,                   0,           0.0091651,           0.0091651,           0.0091651
                 255,            0.021345,            0.018056,                   0,                   1,             0.93057,             0.98364,             0.70169,            0.023172,           0.0066347,                   0,           0.0091618,           0.0091618,           0.0091618
                 256,            0.024233,            0.014201,                   0,             0.93978,             0.94118,             0.97658,             0.69274,            0.021697,           0.0062475,                   0,           0.0091585,           0.0091585,           0.0091585
                 257,            0.021168,            0.014674,                   0,                   1,             0.87492,             0.98397,             0.71486,            0.024882,            0.006536,                   0,           0.0091552,           0.0091552,           0.0091552
                 258,            0.022052,            0.011783,                   0,             0.89299,             0.98243,             0.98342,             0.65491,            0.023205,           0.0066047,                   0,           0.0091519,           0.0091519,           0.0091519
                 259,             0.01965,            0.013362,                   0,             0.88203,                   1,             0.98342,             0.68701,            0.021319,            0.006196,                   0,           0.0091486,           0.0091486,           0.0091486
                 260,            0.018299,            0.013936,                   0,             0.88642,                   1,             0.98621,             0.68936,            0.022693,           0.0063806,                   0,           0.0091453,           0.0091453,           0.0091453
                 261,            0.021322,             0.01437,                   0,                   1,             0.99978,               0.995,             0.68037,            0.027435,           0.0065658,                   0,            0.009142,            0.009142,            0.009142
                 262,            0.024427,             0.01408,                   0,             0.98562,                   1,               0.995,             0.70883,             0.02353,           0.0064373,                   0,           0.0091387,           0.0091387,           0.0091387
                 263,            0.026281,            0.015139,                   0,             0.98866,                   1,               0.995,             0.63079,            0.026849,           0.0064199,                   0,           0.0091354,           0.0091354,           0.0091354
                 264,            0.025264,             0.01519,                   0,             0.93544,             0.94118,             0.98268,             0.70932,            0.021335,           0.0060802,                   0,           0.0091321,           0.0091321,           0.0091321
                 265,            0.022488,            0.012975,                   0,              0.9324,             0.94118,             0.96841,              0.6004,            0.026575,           0.0066633,                   0,           0.0091288,           0.0091288,           0.0091288
                 266,            0.024508,            0.014384,                   0,             0.94394,             0.99098,             0.98889,             0.71865,            0.020454,           0.0059798,                   0,           0.0091255,           0.0091255,           0.0091255
                 267,            0.023639,            0.016353,                   0,             0.91774,                   1,             0.98889,             0.71098,            0.024005,           0.0052867,                   0,           0.0091222,           0.0091222,           0.0091222
                 268,            0.019839,            0.010731,                   0,             0.99318,                   1,               0.995,             0.75961,            0.019235,           0.0050354,                   0,           0.0091189,           0.0091189,           0.0091189
                 269,            0.017963,            0.014334,                   0,              0.9956,                   1,               0.995,             0.75335,            0.021648,           0.0052307,                   0,           0.0091156,           0.0091156,           0.0091156
                 270,            0.019017,            0.012044,                   0,             0.99568,                   1,               0.995,              0.8127,            0.019296,              0.0051,                   0,           0.0091123,           0.0091123,           0.0091123
                 271,            0.020277,            0.012597,                   0,             0.99467,                   1,               0.995,             0.71072,            0.020844,           0.0054018,                   0,            0.009109,            0.009109,            0.009109
                 272,            0.018883,            0.011924,                   0,             0.99819,                   1,               0.995,             0.75929,            0.022379,            0.005193,                   0,           0.0091057,           0.0091057,           0.0091057
                 273,            0.022829,            0.014768,                   0,             0.99699,                   1,               0.995,             0.78152,            0.019147,           0.0053935,                   0,           0.0091024,           0.0091024,           0.0091024
                 274,            0.022335,            0.015411,                   0,              0.9953,                   1,               0.995,             0.77764,            0.020154,           0.0055509,                   0,           0.0090991,           0.0090991,           0.0090991
                 275,            0.020737,            0.014401,                   0,             0.99226,                   1,               0.995,             0.69641,              0.0208,           0.0059519,                   0,           0.0090958,           0.0090958,           0.0090958
                 276,            0.023105,            0.013104,                   0,             0.99238,                   1,               0.995,             0.74832,            0.022286,           0.0060744,                   0,           0.0090925,           0.0090925,           0.0090925
                 277,             0.02194,            0.016589,                   0,                   1,             0.99803,               0.995,             0.66329,            0.021219,           0.0062568,                   0,           0.0090892,           0.0090892,           0.0090892
                 278,            0.025347,            0.015167,                   0,                   1,             0.99579,               0.995,             0.73045,            0.026336,           0.0061321,                   0,           0.0090859,           0.0090859,           0.0090859
                 279,            0.021193,            0.012125,                   0,             0.99293,             0.94118,             0.98974,             0.65053,            0.024008,           0.0062311,                   0,           0.0090826,           0.0090826,           0.0090826
                 280,            0.021592,            0.017057,                   0,             0.99541,             0.94118,             0.98974,             0.73476,            0.026657,           0.0061014,                   0,           0.0090793,           0.0090793,           0.0090793
